TARGET_CLASS,search_budget,Total_Time,Length,Size,LineCoverage,BranchCoverage,OutputCoverage,WeakMutationScore,Implicit_MethodExceptions,MutationScore
no.tellu.findit.domain.AssetImpl,120,132231,247,68,0.9929577464788732,0.9761904761904762,0.6777777777777778,0.9669421487603306,5,0.732824427480916
